year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,1851,1.7 B,Tseng,Cheng,Tseng Cheng,1961-12-01,62,Male,Taiwan,Taiwan,Taipei,Manufacturing,['Manufacturing'],,,False,Decreased
2024,4,1851,1.7 B,Vachani,Sunil,Sunil Vachani,1968-11-27,55,Male,India,India,Delhi,Manufacturing,['Manufacturing'],,,True,Returned to List
2024,4,1851,1.7 B,von Bahr,Jens,Jens von Bahr,1971-02-22,53,Male,Sweden,Sweden,Stockholm,Gambling & Casinos,['Gambling & Casinos'],,,True,Increased
2024,4,1851,1.7 B,Wang,Chaobin,Wang Chaobin,1956-01-01,68,Male,China,China,Zhengzhou,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1851,1.7 B,Wang,Wenmo,Wang Wenmo,1957-01-01,67,Male,China,China,Quanzhou,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,1851,1.7 B,Watsa,V. Prem,V. Prem Watsa,1950-08-05,73,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1851,1.7 B,Wood,Anthony,Anthony Wood,1965-12-04,58,Male,United States,United States,Palo Alto,Technology,['Technology'],,,True,Increased
2024,4,1851,1.7 B,Wood,Ian,Ian Wood & family,1942-07-21,81,Male,United Kingdom,United Kingdom,Aberdeen,Energy,['Energy'],,,False,Remained Even
2024,4,1851,1.7 B,Xie,Bingkun,Xie Bingkun & family,1966-08-25,57,Male,China,China,Fuzhou,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,1851,1.7 B,Yeh,Kuo-I,Yeh Kuo-I,1941-04-21,82,Male,Taiwan,,,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1851,1.7 B,Yevtushenkov,Vladimir,Vladimir Yevtushenkov,1948-09-25,75,Male,Russia,Russia,Moscow,Telecom,['Telecom'],,,True,Remained Even
2024,4,1851,1.7 B,Yu,Huijiao,Huijiao Yu,1966-04-01,58,Male,China,China,Shanghai,Logistics,['Logistics'],Shanghai YTO Express (Logistics),Founder and Chairman,True,Decreased
2024,4,1851,1.7 B,Zekelman,Alan,Alan Zekelman,1962-10-01,61,Male,Canada,United States,Bloomfield Hills,Manufacturing,['Manufacturing'],,,False,Decreased
2024,4,1851,1.7 B,Zhang,Li,Zhang Li,1953-01-01,71,Male,China,China,Guangzhou,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1851,1.7 B,Zhang,Wanzhen,Zhang Wanzhen,1949-12-01,74,Male,China,China,Chaozhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Adikoesoemo,Soegiarto,Soegiarto Adikoesoemo,1938-03-24,86,Male,Indonesia,Indonesia,Surabaya,Logistics,['Logistics'],,,True,Increased
2024,4,1945,1.6 B,Ahunai,Somphote,Somphote Ahunai,1967-06-01,56,Male,Thailand,Thailand,Bangkok,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Akhmedov,Farkhad,Farkhad Akhmedov,1955-09-15,68,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Increased
2024,4,1945,1.6 B,Alessandri,Nerio,Nerio Alessandri,1961-04-08,62,Male,Italy,Italy,Cesena,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1945,1.6 B,Andresen,Alexandra,Alexandra Andresen,1996-07-23,27,Female,Norway,Norway,Oslo,Diversified,['Diversified'],,,False,Increased
2024,4,1945,1.6 B,Ashkenazy,Ben,Ben Ashkenazy,1969-09-23,54,Male,United States,United States,New York,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1945,1.6 B,Azrieli,Danna,Danna Azrieli,1967-06-03,56,Female,Israel,Israel,Herzliya,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Azrieli,Naomi,Naomi Azrieli,1965-09-26,58,Female,Canada,Canada,Toronto,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Azrieli,Sharon,Sharon Azrieli,1960-08-04,63,Female,Canada,Canada,Montreal,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Bruch,Thomas,Thomas Bruch,1950-04-25,73,Male,Germany,Germany,St. Wendel,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,1945,1.6 B,Bulgari,Paolo,Paolo Bulgari,1937-09-08,86,Male,Italy,Italy,Rome,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,1945,1.6 B,Casalena,Anthony,Anthony Casalena,1982-04-24,41,Male,United States,United States,Monkton,Technology,['Technology'],,,True,Increased
2024,4,1945,1.6 B,Chang,Richard,Richard Chang,1947-01-01,77,Male,Taiwan,Taiwan,Taipei,Real Estate,['Real Estate'],,,True,Increased
2024,4,1945,1.6 B,Chen,Yung-tai,Chen Yung-tai,1936-01-20,88,Male,Taiwan,Taiwan,Taipei,Real Estate,['Real Estate'],,,True,Remained Even
2024,4,1945,1.6 B,Chittilappilly,Kochouseph,Kochouseph Chittilappilly,1950-12-27,73,Male,India,India,Kochi,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1945,1.6 B,Chiu,Daniel,Daniel Chiu,1960-11-30,63,Male,Hong Kong,Hong Kong,Hong Kong,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Chrenko,Ivan,Ivan Chrenko,1967-06-27,56,Male,Slovakia,Slovakia,Bratislava,Real Estate,['Real Estate'],,,True,Remained Even
2024,4,1945,1.6 B,Coppel Luken,Agustín,Agustín Coppel Luken,1961-08-28,62,Male,Mexico,Mexico,Culiacan,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,1945,1.6 B,Csanyi,Sandor,Sandor Csanyi,1953-03-20,71,Male,Hungary,Hungary,Budapest,Diversified,['Diversified'],,,True,Increased
2024,4,1945,1.6 B,Dai,Wenyuan,Dai Wenyuan & family,1983-01-01,41,Male,China,China,Beijing,Technology,['Technology'],,,True,
2024,4,1945,1.6 B,De Nora,Federico,Federico De Nora,1968-03-23,56,Male,Italy,Italy,Milan,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1945,1.6 B,Desai,Bharat,Bharat Desai,1952-11-20,71,Male,United States,United States,Fisher Island,Technology,['Technology'],Syntel,Chairman and Co-founder,True,Increased
2024,4,1945,1.6 B,Douglas,Elisabeth,Elisabeth Douglas,1941-06-11,82,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,
2024,4,1945,1.6 B,Espinosa Abdalá,Fernando,Fernando Espinosa Abdalá,,,Male,Mexico,,,Healthcare,['Healthcare'],,,False,
2024,4,1945,1.6 B,Espinosa Abdalá,Leopoldo,Leopoldo Espinosa Abdalá,,,Male,Mexico,,,Healthcare,['Healthcare'],,,False,
2024,4,1945,1.6 B,Feffer,David,David Feffer,1956-11-13,67,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1945,1.6 B,Fisher,Robert,Robert Fisher,1953-08-01,70,Male,United States,United States,San Francisco,Fashion & Retail,['Fashion & Retail'],Gap Inc.,Chairman of the Board,False,Increased
2024,4,1945,1.6 B,Foster,Paul,Paul Foster,1957-10-08,66,Male,United States,United States,El Paso,Energy,['Energy'],Western Refining,Chairman,True,Decreased
2024,4,1945,1.6 B,Gross,Sue,Sue Gross,1950-02-17,74,Female,United States,United States,Laguna Beach,Finance & Investments,['Finance & Investments'],,,False,Remained Even
2024,4,1945,1.6 B,Gundlach,Jeffrey,Jeffrey Gundlach,1959-01-01,65,Male,United States,United States,Los Angeles,Finance & Investments,['Finance & Investments'],DoubleLine Capital,CEO,True,Decreased
2024,4,1945,1.6 B,Gupta,Saroj Rani,Saroj Rani Gupta,1950-07-05,73,Female,India,India,Delhi,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1945,1.6 B,Hao,Hong,Hao Hong,1956-01-01,68,Male,United States,China,Tianjin,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1945,1.6 B,Hoffmann,David,David Hoffmann,1952-08-07,71,Male,United States,United States,Naples,Diversified,['Diversified'],,,True,Remained Even
2024,4,1945,1.6 B,Huang,Wei,Wei Huang,1959-09-30,64,Male,China,China,Hangzhou,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1945,1.6 B,Hubbard,Stanley,Stanley Hubbard,1933-05-28,90,Male,United States,United States,St. Paul,Media & Entertainment,['Media & Entertainment'],"Hubbard Broadcasting, Inc.",Chairman and CEO,False,Remained Even
2024,4,1945,1.6 B,Hwang,Archie,Archie Hwang,1952-08-20,71,Male,Taiwan,Taiwan,Taipei,Technology,['Technology'],,,True,Increased
2024,4,1945,1.6 B,Jaisinghani,Ajay,Ajay Jaisinghani,1952-01-12,72,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,False,
2024,4,1945,1.6 B,Jaisinghani,Inder ,Inder Jaisinghani,1953-03-29,71,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1945,1.6 B,Jaisinghani,Ramesh,Ramesh Jaisinghani,1956-05-07,67,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,False,
2024,4,1945,1.6 B,Jin,Lei,Jin Lei & family,1954-09-23,69,Male,China,China,Beijing,Healthcare,['Healthcare'],,,True,Decreased
2024,4,1945,1.6 B,Kapur,Sunjay,Sunjay Kapur,1971-10-15,52,Male,United States,India,Delhi,Automotive,['Automotive'],,,False,Increased
2024,4,1945,1.6 B,Kazanci,Ali Metin,Ali Metin Kazanci,1934-08-30,89,Male,Turkey,Turkey,Istanbul,Energy,['Energy'],,,True,Increased
2024,4,1945,1.6 B,Khachatryan,Artem,Artem Khachatryan,1975-01-03,49,Male,Russia,Cyprus,Limassol,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,1945,1.6 B,Kimmel,Sidney,Sidney Kimmel,1928-01-16,96,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1945,1.6 B,Kothari,Hemendra,Hemendra Kothari,1946-08-26,77,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1945,1.6 B,Kulczyk,Sebastian,Sebastian Kulczyk,1980-11-16,43,Male,Poland,Switzerland,,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,1945,1.6 B,Kumar,Raj,Raj Kumar,1954-05-25,69,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,True,Increased
2024,4,1945,1.6 B,Kwee,Liong Keng,Kwee Liong Keng,1946-01-01,78,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Kwee,Liong Phing,Kwee Liong Phing,1958-01-01,66,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Kwee,Liong Seen,Kwee Liong Seen,1953-01-01,71,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Kwee,Liong Tek,Kwee Liong Tek,1947-01-01,77,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Lee,Ho-jin,Lee Ho-jin,1962-12-08,61,Male,South Korea,South Korea,Seoul,Diversified,['Diversified'],Taekwang Industrial,,False,Increased
2024,4,1945,1.6 B,Li,Haiyan,Li Haiyan,,,Female,China,China,Chengdu,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,1945,1.6 B,Li,Zhongchu,Li Zhongchu,1963-08-26,60,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2024,4,1945,1.6 B,Lin,Fanlian,Lin Fanlian,1961-06-01,62,Male,China,China,Linyi,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Liu,Xiaodong,Liu Xiaodong,1967-07-03,56,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Maschmeyer,Carsten,Carsten Maschmeyer,1959-05-08,64,Male,Germany,Germany,Munich,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1945,1.6 B,Matthews,Terence (Terry),Terence (Terry) Matthews,1943-04-01,81,Male,Canada,Canada,Ottawa,Telecom,['Telecom'],,,True,Remained Even
2024,4,1945,1.6 B,McMurtry,David,David McMurtry,1940-05-03,83,Male,United Kingdom,United Kingdom,Wotton-under-Edge,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,1945,1.6 B,Meister,Gabriella,Gabriella Meister,,,Female,Germany,Germany,Landsberg am Lech,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1945,1.6 B,Meister,Ulrike,Ulrike Meister,1967-03-13,57,Female,Germany,Germany,Landsberg,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1945,1.6 B,Minozzi,Romano,Romano Minozzi,1935-03-06,89,Male,Italy,Italy,Spilamberto,Diversified,['Diversified'],,,True,Increased
2024,4,1945,1.6 B,Munjal,Renu,Renu Munjal,1955-03-06,69,Female,India,India,Delhi,Automotive,['Automotive'],,,False,Increased
2024,4,1945,1.6 B,Munjal,Suman,Suman Munjal,1953-02-26,71,Male,India,India,Delhi,Automotive,['Automotive'],,,False,Increased
2024,4,1945,1.6 B,Munot,Mofatraj,Mofatraj Munot,1944-10-04,79,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1945,1.6 B,Ni,Zugen,Ni Zugen,1957-01-18,67,Male,China,China,Suzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Percassi,Antonio,Antonio Percassi,1953-06-09,70,Male,Italy,Italy,Bergamo,Diversified,['Diversified'],,,True,Increased
2024,4,1945,1.6 B,Persson,Karl-Johan,Karl-Johan Persson,1975-03-25,49,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,1945,1.6 B,Pritzker,Nicholas,Nicholas Pritzker,1944-01-01,80,Male,United States,United States,Nicasio,Finance & Investments,['Finance & Investments'],,,False,Decreased
2024,4,1945,1.6 B,Rao,Wei,Rao Wei & family,1964-11-12,59,Male,China,China,Shenzhen,Healthcare,['Healthcare'],,,True,Increased
2024,4,1945,1.6 B,Repole,Mike,Mike Repole,1968-01-21,56,Male,United States,United States,Windermere,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,1945,1.6 B,Richison,Chad,Chad Richison,1970-10-10,53,Male,United States,United States,Edmond,Technology,['Technology'],,,True,Decreased
2024,4,1945,1.6 B,RK,Kishin,Kishin RK,1983-05-05,40,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2024,4,1945,1.6 B,Saraf,Vinod,Vinod Saraf,1952-06-16,71,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Sawhney,Dhruv,Dhruv Sawhney,1944-06-26,79,Male,India,United Arab Emirates,Dubai,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2024,4,1945,1.6 B,Shao,Qinxiang,Shao Qinxiang,1954-09-01,69,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Shefler,Yuri,Yuri Shefler,1967-09-10,56,Male,Russia,Switzerland,Geneva,Food & Beverage,['Food & Beverage'],,,True,Remained Even
2024,4,1945,1.6 B,Shimamura,Nobutoshi,Nobutoshi Shimamura,1926-03-08,98,Male,Japan,Japan,Saitama,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1945,1.6 B,Shvidler,Evgeny (Eugene),Evgeny (Eugene) Shvidler,1964-03-23,60,Male,United States,United Kingdom,London,Metals & Mining,['Metals & Mining'],,,True,Remained Even
2024,4,1945,1.6 B,Sim,Ron,Ron Sim,1958-12-01,65,Male,Singapore,Singapore,Singapore,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,1945,1.6 B,Simanovsky,Leonid,Leonid Simanovsky,1949-07-19,74,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1945,1.6 B,Solon,Dean,Dean Solon,1965-01-01,59,Male,United States,United States,Gallatin,Energy,['Energy'],,,True,Increased
2024,4,1945,1.6 B,Strukov,Konstantin,Konstantin Strukov & family,1958-09-10,65,Male,Russia,Russia,Chelyabinsk,Metals & Mining,['Metals & Mining'],,,True,Increased
2024,4,1945,1.6 B,Teoh,David,David Teoh,1956-01-01,68,Male,Australia,Australia,Sydney,Telecom,['Telecom'],,,True,Increased
2024,4,1945,1.6 B,Tisch,Laurie,Laurie Tisch,1951-02-19,73,Female,United States,United States,New York,Diversified,['Diversified'],,,False,Remained Even
2024,4,1945,1.6 B,Tisch,Steven,Steven Tisch,1949-02-14,75,Male,United States,United States,Beverly Hills,Diversified,['Diversified'],,,False,Remained Even
2024,4,1945,1.6 B,von Koch,Thomas,Thomas von Koch,1966-03-24,58,Male,Sweden,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1945,1.6 B,Wee,Ee Cheong,Wee Ee Cheong,1953-01-01,71,Male,Singapore,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,False,
2024,4,1945,1.6 B,West,Alfred,"Alfred West, Jr.",1942-12-07,81,Male,United States,United States,Paoli,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,1945,1.6 B,Wolff,Toto,Toto Wolff,1972-01-12,52,Male,Austria,Monaco,,Sports,['Sports'],,,True,Increased
2024,4,1945,1.6 B,Wu,Kai,Wu Kai,1968-01-01,56,Male,China,China,Ningde,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Wu,Zhigang,Wu Zhigang & family,1935-01-14,89,Male,China,China,Shenyang,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,1945,1.6 B,Wuerbser,Franziska,Franziska Wuerbser,1988-03-21,36,Female,Germany,,,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,1945,1.6 B,Xu,Yingzhuo,Xu Yingzhuo,1968-01-01,56,Male,China,China,Guangzhou,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,1945,1.6 B,Yan,Zhi,Yan Zhi,1972-07-01,51,Male,China,China,Wuhan,Real Estate,['Real Estate'],,,True,Decreased
2024,4,1945,1.6 B,Yao,Kuizhang,Yao Kuizhang,1965-01-01,59,Male,China,China,Hengshui,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,1945,1.6 B,Yu,Lili,Yu Lili,1968-01-01,56,Female,China,China,Changsha,Manufacturing,['Manufacturing'],,,True,Remained Even
2024,4,1945,1.6 B,Yu,Qibing,Yu Qibing & family,1965-11-01,58,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Zhang,Ning,Zhang Ning,1974-04-01,50,Female,Canada,China,Shanghai,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,1945,1.6 B,Zhao,Fenggang,Zhao Fenggang,1966-01-01,58,Male,China,China,Ningde,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Zhou,Yahui,Zhou Yahui,1977-02-25,47,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,True,Returned to List
2024,4,2046,1.5 B,Aarnio-Wihuri,Antti,Antti Aarnio-Wihuri,1940-02-24,84,Male,Finland,Finland,Helsinki,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Agarwal,Manohar Lal,Manohar Lal Agarwal,1954-10-30,69,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Arai,Masaaki,Masaaki Arai,1965-10-29,58,Male,Japan,Japan,Tokyo,Real Estate,['Real Estate'],,,True,Decreased
2024,4,2046,1.5 B,Arkin,Mori,Mori Arkin,1952-09-24,71,Male,Israel,Israel,Herzliya Pituach,Healthcare,['Healthcare'],,,True,Remained Even
2024,4,2046,1.5 B,Armitage,John,John Armitage,1959-12-01,64,Male,Ireland,United Kingdom,London,Finance & Investments,['Finance & Investments'],Egerton Capital,,True,Decreased
2024,4,2046,1.5 B,Benetton,Barbara,Barbara Benetton,1969-07-02,54,Female,Italy,Italy,Campodoro,Fashion & Retail,['Fashion & Retail'],,,False,Remained Even
2024,4,2046,1.5 B,Bhartia,Hari,Hari Bhartia,1956-12-12,67,Male,India,India,Delhi,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Bhartia,Shyam,Shyam Bhartia,1952-11-09,71,Male,India,India,Delhi,Healthcare,['Healthcare'],,,False,Increased
2024,4,2046,1.5 B,Bloor,John,John Bloor,1943-06-16,80,Male,United Kingdom,United Kingdom,Aberdyfi,Diversified,['Diversified'],,,True,Increased
2024,4,2046,1.5 B,Bogdanov,Vladimir,Vladimir Bogdanov,1951-05-28,72,Male,Russia,Russia,Surgut,Energy,['Energy'],,,True,Increased
2024,4,2046,1.5 B,Burman,Amit,Amit Burman,1969-07-01,54,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Burman,Saket,Saket Burman,1977-03-10,47,Male,United Kingdom,United Arab Emirates,Dubai,Food & Beverage,['Food & Beverage'],,,False,Remained Even
2024,4,2046,1.5 B,Calik,Ahmet,Ahmet Calik,1958-03-01,66,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Remained Even
2024,4,2046,1.5 B,Chey,Tae-won,Chey Tae-won,1960-12-03,63,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,False,Decreased
2024,4,2046,1.5 B,Daurella Aguilera,Carmen,Carmen Daurella Aguilera,,,Female,Spain,Spain,Barcelona,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Dong,Fan,Dong Fan,,54,Male,China,China,Zhuhai,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Doris,Annalisa,Annalisa Doris,1970-05-07,53,Female,Italy,Italy,Segrate,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2046,1.5 B,Doris,Massimo,Massimo Doris,1967-06-09,56,Male,Italy,Italy,Milan,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2046,1.5 B,Eczacibasi,Bulent,Bulent Eczacibasi,1949-12-25,74,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,False,Decreased
2024,4,2046,1.5 B,Ermirio de Moraes,Jose Roberto,Jose Roberto Ermirio de Moraes,1957-11-30,66,Male,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Ermirio de Moraes Neto,Jose,Jose Ermirio de Moraes Neto,1952-06-17,71,Male,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Ezratti,Itzhak,Itzhak Ezratti & family,1952-10-14,71,Male,United States,United States,Indian Creek,Real Estate,['Real Estate'],,,True,
2024,4,2046,1.5 B,Fan,Zheng,Zheng Fan,1979-01-01,45,Male,China,China,Beijing,Automotive,['Automotive'],,,True,
2024,4,2046,1.5 B,Fartushnyak,Nikolay,Nikolay Fartushnyak,1966-01-10,58,Male,Russia,Switzerland,,Fashion & Retail,['Fashion & Retail'],,,True,
2024,4,2046,1.5 B,Feffer,Daniel,Daniel Feffer,1959-10-28,64,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,2046,1.5 B,Feffer,Jorge,Jorge Feffer & family,1965-01-01,59,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Returned to List
2024,4,2046,1.5 B,Feffer,Ruben,Ruben Feffer,,54,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,2046,1.5 B,Fisher,Doris,Doris Fisher,1931-08-23,92,Female,United States,United States,San Francisco,Fashion & Retail,['Fashion & Retail'],Gap Inc.,Cofounder,True,Decreased
2024,4,2046,1.5 B,Fisher,William,William Fisher,1957-04-01,67,Male,United States,United States,San Francisco,Fashion & Retail,['Fashion & Retail'],Gap Inc.,Director,False,Increased
2024,4,2046,1.5 B,Freier,Bernd,Bernd Freier,1957-01-01,67,Male,Germany,Germany,Rottendorf,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,2046,1.5 B,Fukushima,Yasuhiro,Yasuhiro Fukushima,1947-08-18,76,Male,Japan,Japan,Tokyo,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2024,4,2046,1.5 B,Gao,Yi,Gao Yi & family,1968-10-25,55,Male,China,China,Changsha,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Gerry,Alan,Alan Gerry,1928-12-25,95,Male,United States,United States,Liberty,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,2046,1.5 B,Gertler,Dan,Dan Gertler,1973-12-23,50,Male,Israel,Israel,Bnei Brak,Metals & Mining,['Metals & Mining'],,,False,Increased
2024,4,2046,1.5 B,Giuliani,Giammaria,Giammaria Giuliani,1978-02-20,46,Male,Switzerland,Switzerland,Montagnola,Healthcare,['Healthcare'],,,False,Decreased
2024,4,2046,1.5 B,Hagen,Torstein,Torstein Hagen,1943-02-18,81,Male,Norway,Switzerland,Lucerne,Service,['Service'],,,True,Increased
2024,4,2046,1.5 B,Ito,Junro,Junro Ito,1958-06-14,65,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,2046,1.5 B,Ito,Yasuhisa,Yasuhisa Ito,,,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,2046,1.5 B,Jackson,Peter,Peter Jackson,1961-10-31,62,Male,New Zealand,New Zealand,Wellington,Media & Entertainment,['Media & Entertainment'],Film,Director,True,Remained Even
2024,4,2046,1.5 B,Jarislowsky,Stephen,Stephen Jarislowsky,1925-09-09,98,Male,Canada,Canada,Montreal,Finance & Investments,['Finance & Investments'],Jarislowsky & Fraser,Cofounder and Chairman,True,Remained Even
2024,4,2046,1.5 B,Kanwar,Onkar,Onkar Kanwar,1942-12-13,81,Male,India,India,Delhi,Automotive,['Automotive'],,,False,
2024,4,2046,1.5 B,Karam,Andrew,Andrew Karam,1982-02-12,42,Male,United States,United States,Menlo Park,Media & Entertainment,['Media & Entertainment'],,,True,Returned to List
2024,4,2046,1.5 B,Ke,Xiping,Ke Xiping & family,1960-06-07,63,Male,China,China,Xiamen,Diversified,['Diversified'],,,True,Remained Even
2024,4,2046,1.5 B,Kirk,Randal J.,Randal J. Kirk,1954-03-01,70,Male,United States,United States,Manalapan,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Koh,Wee Meng,Koh Wee Meng,1963-07-01,60,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,True,Increased
2024,4,2046,1.5 B,Krivenko,Andrei,Andrei Krivenko,1975-07-25,48,Male,Russia,Russia,Moscow,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2046,1.5 B,Lai,Jianping,Lai Jianping,,,Male,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2046,1.5 B,Lau,Cho Kun,Lau Cho Kun,1936-01-10,88,Male,Malaysia,Malaysia,"Tawau, Sabah",Diversified,['Diversified'],,,False,Decreased
2024,4,2046,1.5 B,Lau,Joe,Joe Lau,1989-07-01,34,Male,United States,United States,Stanford,Technology,['Technology'],,,True,Decreased
2024,4,2046,1.5 B,Lee,Paul,Paul Lee,1958-01-01,66,Male,United States,China,Yuxi,Manufacturing,['Manufacturing'],,,True,Decreased
